48.551359,33.061527,2.947816,8.783997,6.655302,1
73.225306,12.031692,3.828817,2.375771,8.538414,1
70.598204,11.424289,5.138712,5.360326,7.478469,1
68.010918,8.81216,7.338562,9.146428,6.691931,1
67.401397,23.846195,3.027755,3.093316,2.631338,1
18.715326,11.678309,27.527393,16.483408,25.595563,0.1
20.521043,10.444578,31.668596,22.651953,14.713831,0.2
4.450141,41.464103,19.975591,19.657717,14.452448,0.6
30.946763,14.074695,23.524679,22.664156,8.789707,0.2
28.797349,20.43702,11.351714,23.667773,15.746143,0.8
5.969211,13.16423,16.455864,42.801868,21.608825,0.1
20.498142,5.843607,25.929851,17.70715,30.021252,0.1
4.391463,15.674043,40.391164,18.907086,20.636244,0.2
9.769284,8.054202,37.915573,17.378064,26.882878,0.2
8.424937,24.282595,34.558744,16.43707,16.296653,0.3
5.894029,5.789223,50.335967,19.211015,18.769766,0.5
12.617195,6.003541,50.742107,16.110961,14.526196,0.5
6.386511,26.579242,30.485987,21.58527,14.96299,0.3
1.875613,20.017505,40.251482,21.942534,15.912866,0.3
6.420481,23.374384,34.551996,15.269931,20.383208,0.2
23.506383,5.245403,31.86167,19.886948,19.499596,0.3
4.996613,19.371629,37.384918,23.76473,14.482111,0.3
8.852911,16.67533,30.876299,21.504358,22.091102,0.2
6.219243,10.361023,34.997232,29.85963,18.562872,0.3
9.151736,14.774765,32.97877,25.887662,17.207067,0.3
3.243705,28.090426,39.050826,16.722147,12.892895,0.4
2.539912,13.018143,31.891792,33.58879,18.961363,0.2
2.060803,16.221474,49.120332,18.304507,14.292883,0.4
4.978834,17.133791,44.478296,15.522992,17.886086,0.4
3.04568,22.740844,44.120799,16.699257,13.39342,0.4
10.25465,8.730495,41.077537,21.527662,18.409656,0.3
7.534522,6.647583,60.04904,16.311475,9.457379,0.5
8.737965,23.477872,30.389128,18.194318,19.200716,0.4
18.268026,11.03683,40.333056,15.461249,14.900839,0.4
8.922137,14.619758,37.436775,17.926882,21.094448,0.3
17.00738,12.054352,37.520146,18.812962,14.605161,0.2
8.088316,19.269531,44.877173,12.897611,14.867369,0.3
10.57593,8.817484,48.767448,17.185945,14.653193,0.4
19.98579,14.151534,42.058234,9.982404,13.822038,0.5
5.747516,7.028209,34.177211,16.460964,36.5861,0.3
28.797349,20.43702,11.351714,23.667773,15.746143,0.7
43.195494,16.433493,7.192079,13.681607,19.497327,0.9
28.75938,17.018448,9.108488,20.679965,24.433719,0.7
37.372866,23.823645,17.632318,12.713104,8.458068,1
27.317315,5.301834,3.988519,28.641116,34.751217,0.4
30.011949,37.189184,9.770786,14.1967,8.831381,1
47.88459,26.325101,8.312331,12.616137,4.86184,1
59.244798,12.102684,7.736346,12.959167,7.957006,1
37.299606,18.954293,11.90825,19.491241,12.346611,0.9
56.415352,13.251067,4.927159,8.068587,17.337834,1
68.010918,8.81216,7.338562,9.146428,6.691931,1
49.247165,16.732888,7.307519,11.817701,14.894727,1
53.089013,25.176869,6.844352,8.085511,6.804254,1
48.551359,33.061527,2.947816,8.783997,6.655302,1
25.708233,16.848197,11.785995,24.221589,21.435986,0.6
73.225306,12.031692,3.828817,2.375771,8.538414,1
70.598204,11.424289,5.138712,5.360326,7.478469,1
40.128515,12.52497,4.900223,9.887896,32.558396,1
70.77487,7.930498,5.206218,7.485263,8.603151,1
18.709025,33.468613,25.311757,13.083409,9.427196,0.9
24.258991,44.760829,15.782026,12.800903,2.397252,0.8
83.155494,10.637716,2.636451,1.624355,1.945984,1
57.158479,21.828233,6.996802,8.715003,5.301483,1
64.583364,18.184628,5.246188,5.581199,6.404622,1
35.331892,9.093473,13.219812,12.476284,29.87854,0.2
73.095834,17.30687,2.993931,1.545153,5.058212,1
82.590249,6.577672,2.852407,3.213368,4.766304,1
34.913926,18.633024,8.300509,9.458888,28.693652,0.6
26.482376,20.521765,7.060818,16.162982,29.772059,0.4
49.254252,16.664108,7.322265,11.842338,14.917037,1
2.270381,6.834379,41.189607,23.392616,26.313017,0.1
11.269091,5.816805,53.335414,13.422193,16.156496,0.3
11.487493,13.040594,36.1855,18.90795,20.378463,0.3
7.713367,15.826076,35.667781,19.447904,21.344872,0.3
7.319938,5.630042,43.518598,19.659489,23.871934,0.3
3.321271,7.885998,39.515001,27.413562,21.864169,0
43.933765,6.86943,17.406371,13.430305,18.360129,0.6
5.019254,10.528711,38.2911,23.924012,22.236922,0
7.616277,21.324341,31.925857,17.506121,21.627404,0.1
27.293588,14.925833,24.436387,15.630591,17.713602,0.6
2.497509,7.132427,42.348537,23.453832,24.567695,0
5.555622,18.066984,28.140788,18.445643,29.790963,0
11.086766,12.078111,47.667419,13.277948,15.889756,0.3
8.661457,13.777746,48.448063,16.415959,12.696775,0.4
9.93195,9.106818,30.758607,24.08642,26.116204,0
1.598022,18.108801,49.896552,18.940321,11.456304,0.3
12.607371,9.078234,38.486382,21.200919,18.627095,0.2
17.208202,8.966702,35.399515,20.98785,17.437731,0.2
11.404217,14.746556,39.059471,16.579127,18.210629,0.3
4.378208,9.917467,44.908927,22.359669,18.435729,0.4
9.733389,35.416893,21.945856,13.136032,19.76783,0.5
5.555622,18.066984,28.140788,18.445643,29.790963,0.3
11.086766,12.078111,47.667419,13.277948,15.889756,0.4
12.44979,19.609823,30.544017,17.66825,19.728121,0.5
6.386511,26.579242,30.485987,21.58527,14.96299,0.3
17.00738,12.054352,37.520146,18.812962,14.605161,0.3
8.088316,19.269531,44.877173,12.897611,14.867369,0.4
10.57593,8.817484,48.767448,17.185945,14.653193,0.4
19.98579,14.151534,42.058234,9.982404,13.822038,0.4
5.747516,7.028209,34.177211,16.460964,36.5861,0.2
